Frequency,Angle,Displacement,Chord length,Velocity,Thickness,Sound Pressure
2175.611424157345,15.138865454917728,21.075119392573132,0.08819424483998771,66.76440124185409,0.04477066770108877,122.36521516923828
2962.923620146981,13.400893363434964,13.20088913619566,0.048461910727628496,78.22190337040416,0.0110410219990818,129.29623628505382
4430.810842873842,2.1645991884042726,13.959536148353086,0.22674271428711074,57.05320076750986,0.011499141077893932,121.8273803814648
4939.695644816673,13.85768228722421,18.20379273238007,0.02170484709264506,23.89637702512826,0.021475173008708166,114.99813188653854
2193.979785010471,9.298757446999714,11.007713108889968,0.05273665913023956,38.91703407548024,0.0017407655965449103,125.63964141611963
1555.84303977269,8.048992760470174,9.227235118266371,0.08886957511884278,32.83517012265091,0.006553360822962458,129.91804969876208
850.3079738343997,2.5888757145028434,15.60863291562942,0.2905742135653891,26.22389376328245,0.003139141604278564,122.3514765720526
2892.3836731617885,0.052070499000414994,3.3456300066556084,0.016743410510218507,69.99458375558697,0.002674126728584252,134.57059140617008
4791.4517675327315,12.13624600747131,17.311292340375754,0.06711863339150484,36.47970634719941,0.02841583380119179,117.7358890380518
1796.1449524330956,14.958928431475883,20.145913901297867,0.11994576285768921,67.88756034496596,0.04607833244715933,124.44202233827326
3593.977069948637,10.126550766596042,11.253426816906885,0.055877873079590364,38.956179756183104,0.007387150648136473,124.80899169395865
2284.1769477440334,5.870831442968625,11.342774589471027,0.12648785755030187,66.53505330326885,0.007877084549728096,129.0966244685773
1805.445985799981,13.179629508827926,19.076698255450356,0.06324929166800553,76.92095157792251,0.03158917572447189,123.91189872643146
6664.234960782652,0.03585066831917084,13.008187784147617,0.3013444064887477,39.04867992314077,0.004549076879469613,117.06170786252413
5123.84166347584,12.5474531615293,16.637321117254952,0.08059564277847342,38.17579330068543,0.03790211627734536,116.86489877811245
586.5894801818124,11.283300007349016,17.454206398769344,0.17651365014353793,33.792217044700514,0.025694851981320876,121.95646350342939
4734.133961144227,6.35094062866072,11.980964041033891,0.15529911144902464,38.99106712848858,0.0029837570239191445,121.03901714311628
1937.9858357656728,17.576516579680217,18.753256361121498,0.006533853516305629,36.71354702439609,0.016277253949653438,123.80841582153946
804.9741305402191,9.87150733008851,15.432160604101389,0.15139963880843155,33.195720397967854,0.01149605602753849,121.09502799620925
1178.6984602656682,4.316863294515558,11.246614237401488,0.16363293646111338,26.98514167054848,0.012798454948904425,125.08149413114975
839.4501564867184,13.60341190546944,17.609688643878485,0.030846314786985747,51.970569227428406,0.01938398286624884,124.98092821266286
906.7324402518323,4.752459772344656,15.147899529387542,0.29084158625190776,66.80210775132805,0.008496243968019089,126.59966503137618
400.3479309575622,0.5006313521585211,9.688955971901624,0.19586560238434558,78.65832660859552,0.002179802817260501,133.2874552044722
1104.6212006167011,21.392665500351434,22.865571118081355,0.013091892755935579,69.85094031774672,0.018523864954323017,124.83368822040538
1689.6704129006116,7.281451011932959,13.864509266966065,0.19884587861662345,44.75705117771916,0.013021071678243314,124.31388492377046
1382.7702948958201,6.426197925892607,7.7742495249175425,0.03843366878930643,72.0681928137659,0.008247027336318317,133.8502482987411
1420.087473844687,1.3919678052686277,9.581806101620083,0.1319238120159227,74.78325554029333,0.005367578988783815,129.55036125293674
2368.1172091736253,7.1213066434205405,4.289758728938608,0.052065935614202856,35.656623730287805,0.0030835586934518395,128.4821774904939
1897.7296485382933,14.426157272046876,19.06273942960446,0.11937398207000362,79.826098926608,0.03208816723342572,123.27338843686795
5264.119777012424,9.337979658977494,12.163346894322473,0.023806772061776164,48.19817367482634,0.00826172255914453,122.82511556500602
2025.4159975518273,6.651341023257842,15.412041676887315,0.3429673608975331,66.99176462977239,0.00480092530574037,125.18288030258934
846.570125717793,13.834934083142455,17.452408164599543,0.006813843960182621,52.618891215190956,0.029716594272172377,125.40250230898562
6490.62442400381,3.2360456069714694,13.107381307447419,0.2536027054744572,54.16036675303923,0.011726115603315318,120.8508940692425
845.6698315368682,8.566182894024243,10.800369246497855,0.10262717175341848,67.48714805317564,0.00986820950820962,131.79704540864074
209.93985042257515,15.904433592275875,22.81234863458988,0.02828009525754417,42.89389934091184,0.0208962697903485,119.04149588877357
909.8209592851781,12.145069945570949,14.674056356628064,0.1060255533398656,39.04470734420138,0.025138601314872926,124.38998903962954
831.1731858885403,10.415430983346003,18.408753782063297,0.08425264859676646,43.70695920992374,0.04833623819164512,120.58421884802567
2278.48751571168,16.42396713494299,15.544322476495921,0.008276514911582773,40.28923631607725,0.026998381834536733,126.14099503833094
7129.427465850964,0.929893426292989,1.0155600823285904,0.08168138544655973,55.46784952587349,0.004007138095672025,127.82759955688417
6778.578297544531,1.437227983869597,16.433772322077036,0.31915865333310434,72.00278841644862,0.0028772993671072845,118.1399317586152
1463.9331773051113,1.8449501994986224,13.987618550859315,0.3444731999296896,44.42097270940954,0.0010086897008743856,123.04401099230435
1899.0964803266247,8.451788517875192,14.976826489832419,0.08023985770084008,73.79094651590667,0.018340638020367846,127.10219247438536
1596.6691027583145,5.418516051870707,16.818020743511557,0.2158921915310992,35.56689747891479,0.005717285067433629,120.67799079758196
778.8064453554866,12.449466644680854,15.244350080261304,0.13237894268303105,61.36859885232049,0.03314041481074927,126.3964859812784
196.86050743945069,14.956795223590428,16.654056875291715,0.11918780371719172,69.51631008395127,0.03313358655384693,124.46397387179665
7646.416717773082,7.474977998355538,12.718740525058495,0.10975503231766176,45.14903599398525,0.01610429998751733,118.06159603736127
938.3460538413176,3.3025154156010936,15.021264696469911,0.22819596433366027,45.053402802036274,0.0026079821293085842,125.90788665637409
1655.859747627072,8.796530910796285,11.850082596980872,0.035920400280477875,35.15487337311937,0.0027009921960293804,125.52223121319281
2617.427954651075,7.748436361765418,13.344136624201534,0.07733383922116963,36.09510774062188,0.009200639790029233,124.5252023804219
967.5730945184649,0.9323301039423364,9.3152604572806,0.11502835434825073,70.96216041814573,0.0017369427381094607,131.3925114708496
2439.541305421668,4.408949505449858,11.94088880863963,0.14910533392411485,35.37186557428744,0.0014912179692696927,123.6874770166553
41.09889236488141,1.2087448803764567,1.964370827124045,0.0591603181828297,54.180475820792296,0.0038059738674086586,140.4692811862838
9047.845486781644,1.4681663304760064,4.219946958981998,0.019582548515198778,67.73463269340725,0.0074054851402774475,126.18564389125657
2356.4911562177367,1.183785524657773,3.6050380312398325,0.07141153239104499,68.74345543617747,0.0024873434369432406,136.31308026287
3769.107239035879,5.222261630872765,11.686262261005645,0.04811405063699136,33.30855572131162,0.006452305725385759,120.7869546076546
1779.8804306751545,2.2993610398952877,1.9996072650126027,0.04080231438536296,39.1979305237221,0.0027665909368753587,131.9306583160082
5490.007773809963,0.7980774187973635,5.454716678139284,0.08994640016034604,52.103606636063645,0.0029352606645194493,127.06068979355712
91.06295093541243,10.03402518452756,16.545015012342635,0.11325294532099367,28.877890707059205,0.0429293681540578,122.78557119718886
2773.9447955832484,13.376868716040121,17.99603070195003,0.060137459492190085,31.695060668566192,0.0307398911199723,122.45670048338866
2957.589704086924,15.36591466867643,16.98779914655714,0.06659370538757203,32.649947958977855,0.03244357098993799,121.15401617709077
6621.337602451098,5.196847788721797,11.404837763124657,0.13259510987534023,48.51955020707836,0.004494111914687577,118.75703329601721
1677.8027696269246,11.609807871930487,18.81423836221957,0.1167014301503212,70.01890322828213,0.04923407808536017,123.1947398356978
1673.2963885420866,8.97816111185168,16.85386796782157,0.13128002575916678,72.149799293981,0.007300441346624068,125.88323719604611
894.6674469371757,9.17042267258902,15.655451032524784,0.10038736947716988,60.508565329655056,0.035026249015279225,125.05347304979686
464.7318818371871,4.329765669933998,14.873341461479587,0.24203785677137024,43.39075905678242,0.005437962758586428,126.25988613435706
9049.657479404234,5.9350965143482695,13.286373886525848,0.18911744264079805,69.50238730454983,0.008479003812147902,118.68618192767602
160.02827597056162,13.132117291851808,17.672178062488463,0.14598309309633212,74.59433473562407,0.02893132433319788,130.5783036119667
2072.9832635690595,0.6745687956050758,6.546642411910706,0.16710297573739966,28.512156949133217,0.0036522082113087276,126.15161741407518
1208.574708287918,3.3483413368245323,9.507804409252312,0.22752642215789867,53.009060894848986,0.007221091440069293,127.7528405806772
274.75649577456045,8.627686205824713,9.27077295208833,0.12004754596241315,75.76454814594939,0.011511819322114092,133.9251652490524
2376.176604170707,4.216385143811199,10.144386485099334,0.11949827070718788,25.333753453839496,0.005925404910364662,121.91528195605754
4197.792843652524,4.6659107133194855,8.881362104439063,0.14731859093701635,32.532787128606984,0.00441291212400734,122.49292567462894
2305.9585530141403,6.563024180394221,10.650416933983953,0.004755761275837524,44.7274237906167,0.008743611397266163,127.34792236264609
